fecha;latitud;longitud;precipitacion_mm;fuente
31/3/2021;-35;-63;129.2;NOAA PSL (ejemplo)
30/4/2021;-35;-63;185.4;NOAA PSL (ejemplo)
31/5/2021;-35;-63;241.3;NOAA PSL (ejemplo)
30/6/2021;-35;-63;73.5;NOAA PSL (ejemplo)
31/7/2021;-35;-63;60.5;NOAA PSL (ejemplo)
31/8/2021;-35;-63;126.2;NOAA PSL (ejemplo)
30/9/2021;-35;-63;104.1;NOAA PSL (ejemplo)
31/10/2021;-35;-63;166.4;NOAA PSL (ejemplo)
30/11/2021;-35;-63;114.2;NOAA PSL (ejemplo)
31/12/2021;-35;-63;82;NOAA PSL (ejemplo)
31/1/2022;-35;-63;144.5;NOAA PSL (ejemplo)
28/2/2022;-35;-63;181.4;NOAA PSL (ejemplo)
31/3/2022;-35;-63;171;NOAA PSL (ejemplo)
30/4/2022;-35;-63;151.3;NOAA PSL (ejemplo)
31/5/2022;-35;-63;168.3;NOAA PSL (ejemplo)
30/6/2022;-35;-63;158.5;NOAA PSL (ejemplo)
31/7/2022;-35;-63;154.1;NOAA PSL (ejemplo)
31/8/2022;-35;-63;106.5;NOAA PSL (ejemplo)
30/9/2022;-35;-63;61.6;NOAA PSL (ejemplo)
31/10/2022;-35;-63;81.4;NOAA PSL (ejemplo)
30/11/2022;-35;-63;145.3;NOAA PSL (ejemplo)
31/12/2022;-35;-63;59.2;NOAA PSL (ejemplo)
31/1/2023;-35;-63;133.4;NOAA PSL (ejemplo)
28/2/2023;-35;-63;106.3;NOAA PSL (ejemplo)
31/3/2023;-35;-63;131.4;NOAA PSL (ejemplo)
30/4/2023;-35;-63;189.9;NOAA PSL (ejemplo)
31/5/2023;-35;-63;124.6;NOAA PSL (ejemplo)
30/6/2023;-35;-63;102.3;NOAA PSL (ejemplo)
31/7/2023;-35;-63;17;NOAA PSL (ejemplo)
31/8/2023;-35;-63;111.3;NOAA PSL (ejemplo)
30/9/2023;-35;-63;102.3;NOAA PSL (ejemplo)
31/10/2023;-35;-63;182.2;NOAA PSL (ejemplo)
30/11/2023;-35;-63;69.6;NOAA PSL (ejemplo)
31/12/2023;-35;-63;111;NOAA PSL (ejemplo)
31/1/2020;-35;-62;127.5;NOAA PSL (ejemplo)
29/2/2020;-35;-62;204.9;NOAA PSL (ejemplo)
31/3/2020;-35;-62;125.2;NOAA PSL (ejemplo)
30/4/2020;-35;-62;139.9;NOAA PSL (ejemplo)
31/5/2020;-35;-62;145.4;NOAA PSL (ejemplo)
30/6/2020;-35;-62;109.3;NOAA PSL (ejemplo)
31/7/2020;-35;-62;62.7;NOAA PSL (ejemplo)
31/8/2020;-35;-62;83.7;NOAA PSL (ejemplo)
30/9/2020;-35;-62;123.7;NOAA PSL (ejemplo)
31/10/2020;-35;-62;22.7;NOAA PSL (ejemplo)
30/11/2020;-35;-62;91.6;NOAA PSL (ejemplo)
31/12/2020;-35;-62;65;NOAA PSL (ejemplo)
31/1/2021;-35;-62;174.8;NOAA PSL (ejemplo)
28/2/2021;-35;-62;49.8;NOAA PSL (ejemplo)
31/3/2021;-35;-62;102.1;NOAA PSL (ejemplo)
30/4/2021;-35;-62;144.8;NOAA PSL (ejemplo)
31/5/2021;-35;-62;193.3;NOAA PSL (ejemplo)
30/6/2021;-35;-62;96.7;NOAA PSL (ejemplo)
31/7/2021;-35;-62;57.2;NOAA PSL (ejemplo)
31/8/2021;-35;-62;168.1;NOAA PSL (ejemplo)
30/9/2021;-35;-62;0;NOAA PSL (ejemplo)
31/10/2021;-35;-62;0;NOAA PSL (ejemplo)
30/11/2021;-35;-62;107;NOAA PSL (ejemplo)
31/12/2021;-35;-62;74.9;NOAA PSL (ejemplo)
31/1/2022;-35;-62;63.9;NOAA PSL (ejemplo)
28/2/2022;-35;-62;161.4;NOAA PSL (ejemplo)
31/3/2022;-35;-62;142.2;NOAA PSL (ejemplo)
30/4/2022;-35;-62;97.8;NOAA PSL (ejemplo)
31/5/2022;-35;-62;51;NOAA PSL (ejemplo)
30/6/2022;-35;-62;143.6;NOAA PSL (ejemplo)
31/7/2022;-35;-62;117.5;NOAA PSL (ejemplo)
31/8/2022;-35;-62;69.1;NOAA PSL (ejemplo)
30/9/2022;-35;-62;162.3;NOAA PSL (ejemplo)
31/10/2022;-35;-62;20.5;NOAA PSL (ejemplo)
30/11/2022;-35;-62;8.7;NOAA PSL (ejemplo)
31/12/2022;-35;-62;65.4;NOAA PSL (ejemplo)
31/1/2023;-35;-62;112.7;NOAA PSL (ejemplo)
28/2/2023;-35;-62;138.1;NOAA PSL (ejemplo)
31/3/2023;-35;-62;117.9;NOAA PSL (ejemplo)
30/4/2023;-35;-62;143.6;NOAA PSL (ejemplo)
31/5/2023;-35;-62;52.4;NOAA PSL (ejemplo)
30/6/2023;-35;-62;172.2;NOAA PSL (ejemplo)
31/7/2023;-35;-62;80.9;NOAA PSL (ejemplo)
31/8/2023;-35;-62;129.9;NOAA PSL (ejemplo)
30/9/2023;-35;-62;87.1;NOAA PSL (ejemplo)
31/10/2023;-35;-62;96.9;NOAA PSL (ejemplo)
30/11/2023;-35;-62;113.5;NOAA PSL (ejemplo)
31/12/2023;-35;-62;122.4;NOAA PSL (ejemplo)
31/1/2020;-35;-61;147.1;NOAA PSL (ejemplo)
29/2/2020;-35;-61;192.4;NOAA PSL (ejemplo)
31/3/2020;-35;-61;139.8;NOAA PSL (ejemplo)
30/4/2020;-35;-61;161.4;NOAA PSL (ejemplo)
31/5/2020;-35;-61;110.5;NOAA PSL (ejemplo)
30/6/2020;-35;-61;172;NOAA PSL (ejemplo)
31/7/2020;-35;-61;51.2;NOAA PSL (ejemplo)
31/8/2020;-35;-61;164.1;NOAA PSL (ejemplo)
30/9/2020;-35;-61;68;NOAA PSL (ejemplo)
31/10/2020;-35;-61;2.5;NOAA PSL (ejemplo)
30/11/2020;-35;-61;91.4;NOAA PSL (ejemplo)
31/12/2020;-35;-61;65.9;NOAA PSL (ejemplo)
31/1/2021;-35;-61;157;NOAA PSL (ejemplo)
28/2/2021;-35;-61;93.3;NOAA PSL (ejemplo)
31/3/2021;-35;-61;107.7;NOAA PSL (ejemplo)
30/4/2021;-35;-61;31.5;NOAA PSL (ejemplo)
31/5/2021;-35;-61;92.4;NOAA PSL (ejemplo)
30/6/2021;-35;-61;0;NOAA PSL (ejemplo)
31/7/2021;-35;-61;5.8;NOAA PSL (ejemplo)
31/8/2021;-35;-61;112;NOAA PSL (ejemplo)
30/9/2021;-35;-61;109.3;NOAA PSL (ejemplo)
31/10/2021;-35;-61;95.3;NOAA PSL (ejemplo)
30/11/2021;-35;-61;36.7;NOAA PSL (ejemplo)
31/12/2021;-35;-61;97.6;NOAA PSL (ejemplo)
31/1/2022;-35;-61;114.8;NOAA PSL (ejemplo)
28/2/2022;-35;-61;68.1;NOAA PSL (ejemplo)
31/3/2022;-35;-61;205.2;NOAA PSL (ejemplo)
30/4/2022;-35;-61;169.8;NOAA PSL (ejemplo)
31/5/2022;-35;-61;104;NOAA PSL (ejemplo)
30/6/2022;-35;-61;101.3;NOAA PSL (ejemplo)
31/7/2022;-35;-61;95.4;NOAA PSL (ejemplo)
31/8/2022;-35;-61;0;NOAA PSL (ejemplo)
30/9/2022;-35;-61;57.6;NOAA PSL (ejemplo)
31/10/2022;-35;-61;39.9;NOAA PSL (ejemplo)
30/11/2022;-35;-61;34.9;NOAA PSL (ejemplo)
31/12/2022;-35;-61;85.9;NOAA PSL (ejemplo)
31/1/2023;-35;-61;204.9;NOAA PSL (ejemplo)
28/2/2023;-35;-61;158;NOAA PSL (ejemplo)
31/3/2023;-35;-61;101.4;NOAA PSL (ejemplo)
30/4/2023;-35;-61;154.6;NOAA PSL (ejemplo)
31/5/2023;-35;-61;185;NOAA PSL (ejemplo)
30/6/2023;-35;-61;146.2;NOAA PSL (ejemplo)
31/7/2023;-35;-61;88;NOAA PSL (ejemplo)
31/8/2023;-35;-61;41.7;NOAA PSL (ejemplo)
30/9/2023;-35;-61;104.9;NOAA PSL (ejemplo)
31/10/2023;-35;-61;93.7;NOAA PSL (ejemplo)
30/11/2023;-35;-61;129.8;NOAA PSL (ejemplo)
31/12/2023;-35;-61;131.8;NOAA PSL (ejemplo)
31/1/2020;-35;-60;167.5;NOAA PSL (ejemplo)
29/2/2020;-35;-60;99.2;NOAA PSL (ejemplo)
31/3/2020;-35;-60;195.9;NOAA PSL (ejemplo)
30/4/2020;-35;-60;135.9;NOAA PSL (ejemplo)
31/5/2020;-35;-60;218.8;NOAA PSL (ejemplo)
30/6/2020;-35;-60;65.5;NOAA PSL (ejemplo)
31/7/2020;-35;-60;171.8;NOAA PSL (ejemplo)
31/8/2020;-35;-60;83.9;NOAA PSL (ejemplo)
30/9/2020;-35;-60;37.4;NOAA PSL (ejemplo)
31/10/2020;-35;-60;49.8;NOAA PSL (ejemplo)
30/11/2020;-35;-60;69;NOAA PSL (ejemplo)
31/12/2020;-35;-60;121.2;NOAA PSL (ejemplo)
31/1/2021;-35;-60;141.1;NOAA PSL (ejemplo)
28/2/2021;-35;-60;97.3;NOAA PSL (ejemplo)
31/3/2021;-35;-60;128.8;NOAA PSL (ejemplo)
30/4/2021;-35;-60;233.1;NOAA PSL (ejemplo)
31/5/2021;-35;-60;201.4;NOAA PSL (ejemplo)
30/6/2021;-35;-60;121.8;NOAA PSL (ejemplo)
31/7/2021;-35;-60;86.9;NOAA PSL (ejemplo)
31/8/2021;-35;-60;80;NOAA PSL (ejemplo)
30/9/2021;-35;-60;100.7;NOAA PSL (ejemplo)
31/10/2021;-35;-60;22.9;NOAA PSL (ejemplo)
30/11/2021;-35;-60;72.1;NOAA PSL (ejemplo)
31/12/2021;-35;-60;16.6;NOAA PSL (ejemplo)
31/1/2022;-35;-60;135;NOAA PSL (ejemplo)
28/2/2022;-35;-60;158.3;NOAA PSL (ejemplo)
31/3/2022;-35;-60;105.8;NOAA PSL (ejemplo)
30/4/2022;-35;-60;204.7;NOAA PSL (ejemplo)
31/5/2022;-35;-60;53.7;NOAA PSL (ejemplo)
30/6/2022;-35;-60;26.8;NOAA PSL (ejemplo)
31/7/2022;-35;-60;96.2;NOAA PSL (ejemplo)
31/8/2022;-35;-60;126.4;NOAA PSL (ejemplo)
30/9/2022;-35;-60;154.2;NOAA PSL (ejemplo)
31/10/2022;-35;-60;51.1;NOAA PSL (ejemplo)
30/11/2022;-35;-60;138.9;NOAA PSL (ejemplo)
31/12/2022;-35;-60;98.1;NOAA PSL (ejemplo)
31/1/2023;-35;-60;106.4;NOAA PSL (ejemplo)
28/2/2023;-35;-60;170.2;NOAA PSL (ejemplo)
31/3/2023;-35;-60;162.6;NOAA PSL (ejemplo)
30/4/2023;-35;-60;47.2;NOAA PSL (ejemplo)
31/5/2023;-35;-60;188.8;NOAA PSL (ejemplo)
30/6/2023;-35;-60;169;NOAA PSL (ejemplo)
31/7/2023;-35;-60;53.7;NOAA PSL (ejemplo)
31/8/2023;-35;-60;93.8;NOAA PSL (ejemplo)
30/9/2023;-35;-60;94.7;NOAA PSL (ejemplo)
31/10/2023;-35;-60;87.1;NOAA PSL (ejemplo)
30/11/2023;-35;-60;57.5;NOAA PSL (ejemplo)
31/12/2023;-35;-60;66.4;NOAA PSL (ejemplo)
31/1/2020;-35;-59;113.7;NOAA PSL (ejemplo)
29/2/2020;-35;-59;184.6;NOAA PSL (ejemplo)
31/3/2020;-35;-59;157.2;NOAA PSL (ejemplo)
30/4/2020;-35;-59;107.5;NOAA PSL (ejemplo)
31/5/2020;-35;-59;153.6;NOAA PSL (ejemplo)
30/6/2020;-35;-59;0;NOAA PSL (ejemplo)
31/7/2020;-35;-59;142.4;NOAA PSL (ejemplo)
31/8/2020;-35;-59;0;NOAA PSL (ejemplo)
30/9/2020;-35;-59;51.9;NOAA PSL (ejemplo)
31/10/2020;-35;-59;18;NOAA PSL (ejemplo)
30/11/2020;-35;-59;20.3;NOAA PSL (ejemplo)
31/12/2020;-35;-59;158;NOAA PSL (ejemplo)
31/1/2021;-35;-59;91.6;NOAA PSL (ejemplo)
28/2/2021;-35;-59;143.3;NOAA PSL (ejemplo)
31/3/2021;-35;-59;127.7;NOAA PSL (ejemplo)
30/4/2021;-35;-59;149.8;NOAA PSL (ejemplo)
31/5/2021;-35;-59;118.8;NOAA PSL (ejemplo)
30/6/2021;-35;-59;35.9;NOAA PSL (ejemplo)
31/7/2021;-35;-59;134.8;NOAA PSL (ejemplo)
31/8/2021;-35;-59;49.3;NOAA PSL (ejemplo)
30/9/2021;-35;-59;0;NOAA PSL (ejemplo)
31/10/2021;-35;-59;52.6;NOAA PSL (ejemplo)
30/11/2021;-35;-59;160;NOAA PSL (ejemplo)
31/12/2021;-35;-59;142.5;NOAA PSL (ejemplo)
31/1/2022;-35;-59;97.6;NOAA PSL (ejemplo)
28/2/2022;-35;-59;108.5;NOAA PSL (ejemplo)
31/3/2022;-35;-59;113.9;NOAA PSL (ejemplo)
30/4/2022;-35;-59;229.8;NOAA PSL (ejemplo)
31/5/2022;-35;-59;134.1;NOAA PSL (ejemplo)
30/6/2022;-35;-59;121.5;NOAA PSL (ejemplo)
31/7/2022;-35;-59;136.5;NOAA PSL (ejemplo)
31/8/2022;-35;-59;86;NOAA PSL (ejemplo)
30/9/2022;-35;-59;57;NOAA PSL (ejemplo)
31/10/2022;-35;-59;64.2;NOAA PSL (ejemplo)
30/11/2022;-35;-59;81.4;NOAA PSL (ejemplo)
31/12/2022;-35;-59;98.1;NOAA PSL (ejemplo)
31/1/2023;-35;-59;151.4;NOAA PSL (ejemplo)
28/2/2023;-35;-59;128.6;NOAA PSL (ejemplo)
31/3/2023;-35;-59;166.6;NOAA PSL (ejemplo)
30/4/2023;-35;-59;121.9;NOAA PSL (ejemplo)
31/5/2023;-35;-59;118.9;NOAA PSL (ejemplo)
30/6/2023;-35;-59;0.1;NOAA PSL (ejemplo)
31/7/2023;-35;-59;130.8;NOAA PSL (ejemplo)
31/8/2023;-35;-59;91.3;NOAA PSL (ejemplo)
30/9/2023;-35;-59;119.9;NOAA PSL (ejemplo)
31/10/2023;-35;-59;0;NOAA PSL (ejemplo)
30/11/2023;-35;-59;189.4;NOAA PSL (ejemplo)
31/12/2023;-35;-59;93;NOAA PSL (ejemplo)
31/1/2020;-35;-58;170.4;NOAA PSL (ejemplo)
29/2/2020;-35;-58;74;NOAA PSL (ejemplo)
31/3/2020;-35;-58;160.6;NOAA PSL (ejemplo)
30/4/2020;-35;-58;73.3;NOAA PSL (ejemplo)
31/5/2020;-35;-58;83.8;NOAA PSL (ejemplo)
30/6/2020;-35;-58;195.7;NOAA PSL (ejemplo)
31/7/2020;-35;-58;75.5;NOAA PSL (ejemplo)
31/8/2020;-35;-58;84.9;NOAA PSL (ejemplo)
30/9/2020;-35;-58;113.5;NOAA PSL (ejemplo)
31/10/2020;-35;-58;98.8;NOAA PSL (ejemplo)
30/11/2020;-35;-58;92.5;NOAA PSL (ejemplo)
31/12/2020;-35;-58;118.2;NOAA PSL (ejemplo)
31/1/2021;-35;-58;235.2;NOAA PSL (ejemplo)
28/2/2021;-35;-58;123.1;NOAA PSL (ejemplo)
31/3/2021;-35;-58;140.1;NOAA PSL (ejemplo)
30/4/2021;-35;-58;178.5;NOAA PSL (ejemplo)
31/5/2021;-35;-58;170.3;NOAA PSL (ejemplo)
30/6/2021;-35;-58;159.4;NOAA PSL (ejemplo)
31/7/2021;-35;-58;116.9;NOAA PSL (ejemplo)
31/8/2021;-35;-58;16.9;NOAA PSL (ejemplo)
30/9/2021;-35;-58;151.7;NOAA PSL (ejemplo)
31/10/2021;-35;-58;16.7;NOAA PSL (ejemplo)
30/11/2021;-35;-58;100.1;NOAA PSL (ejemplo)
31/12/2021;-35;-58;62.3;NOAA PSL (ejemplo)
31/1/2022;-35;-58;111.8;NOAA PSL (ejemplo)
28/2/2022;-35;-58;142.4;NOAA PSL (ejemplo)
31/3/2022;-35;-58;146.1;NOAA PSL (ejemplo)
30/4/2022;-35;-58;147.1;NOAA PSL (ejemplo)
31/5/2022;-35;-58;195.7;NOAA PSL (ejemplo)
30/6/2022;-35;-58;122.7;NOAA PSL (ejemplo)
31/7/2022;-35;-58;72.8;NOAA PSL (ejemplo)
31/8/2022;-35;-58;122.2;NOAA PSL (ejemplo)
30/9/2022;-35;-58;129.5;NOAA PSL (ejemplo)
31/10/2022;-35;-58;12.6;NOAA PSL (ejemplo)
30/11/2022;-35;-58;114.9;NOAA PSL (ejemplo)
31/12/2022;-35;-58;135.1;NOAA PSL (ejemplo)
31/1/2023;-35;-58;100.1;NOAA PSL (ejemplo)
28/2/2023;-35;-58;194.8;NOAA PSL (ejemplo)
31/3/2023;-35;-58;122.5;NOAA PSL (ejemplo)
30/4/2023;-35;-58;132.3;NOAA PSL (ejemplo)
31/5/2023;-35;-58;106.3;NOAA PSL (ejemplo)
30/6/2023;-35;-58;100.8;NOAA PSL (ejemplo)
31/7/2023;-35;-58;30.2;NOAA PSL (ejemplo)
31/8/2023;-35;-58;2;NOAA PSL (ejemplo)
30/9/2023;-35;-58;149.7;NOAA PSL (ejemplo)
31/10/2023;-35;-58;31.7;NOAA PSL (ejemplo)
30/11/2023;-35;-58;35.4;NOAA PSL (ejemplo)
31/12/2023;-35;-58;0;NOAA PSL (ejemplo)
31/1/2020;-34;-65;83.1;NOAA PSL (ejemplo)
29/2/2020;-34;-65;59.8;NOAA PSL (ejemplo)
31/3/2020;-34;-65;212.1;NOAA PSL (ejemplo)
30/4/2020;-34;-65;176.5;NOAA PSL (ejemplo)
31/5/2020;-34;-65;80.6;NOAA PSL (ejemplo)
30/6/2020;-34;-65;212.6;NOAA PSL (ejemplo)
31/7/2020;-34;-65;134.1;NOAA PSL (ejemplo)
31/8/2020;-34;-65;57.8;NOAA PSL (ejemplo)
30/9/2020;-34;-65;0;NOAA PSL (ejemplo)
31/10/2020;-34;-65;188.6;NOAA PSL (ejemplo)
30/11/2020;-34;-65;15.5;NOAA PSL (ejemplo)
31/12/2020;-34;-65;17.7;NOAA PSL (ejemplo)
31/1/2021;-34;-65;166.1;NOAA PSL (ejemplo)
28/2/2021;-34;-65;248;NOAA PSL (ejemplo)
31/3/2021;-34;-65;199.2;NOAA PSL (ejemplo)
30/4/2021;-34;-65;154.2;NOAA PSL (ejemplo)
31/5/2021;-34;-65;144.7;NOAA PSL (ejemplo)
30/6/2021;-34;-65;142.7;NOAA PSL (ejemplo)
31/7/2021;-34;-65;122.9;NOAA PSL (ejemplo)
31/8/2021;-34;-65;88.1;NOAA PSL (ejemplo)
30/9/2021;-34;-65;75.2;NOAA PSL (ejemplo)
31/10/2021;-34;-65;70.9;NOAA PSL (ejemplo)
30/11/2021;-34;-65;47.3;NOAA PSL (ejemplo)
31/12/2021;-34;-65;86;NOAA PSL (ejemplo)
31/1/2022;-34;-65;30.4;NOAA PSL (ejemplo)
28/2/2022;-34;-65;121.1;NOAA PSL (ejemplo)
31/3/2022;-34;-65;80.6;NOAA PSL (ejemplo)
30/4/2022;-34;-65;70.8;NOAA PSL (ejemplo)
31/5/2022;-34;-65;124;NOAA PSL (ejemplo)
30/6/2022;-34;-65;169.6;NOAA PSL (ejemplo)
31/7/2022;-34;-65;130.9;NOAA PSL (ejemplo)
31/8/2022;-34;-65;0;NOAA PSL (ejemplo)
30/9/2022;-34;-65;20.5;NOAA PSL (ejemplo)
31/10/2022;-34;-65;121.1;NOAA PSL (ejemplo)
30/11/2022;-34;-65;35.9;NOAA PSL (ejemplo)
31/12/2022;-34;-65;88.8;NOAA PSL (ejemplo)
31/1/2023;-34;-65;142.5;NOAA PSL (ejemplo)
28/2/2023;-34;-65;77.6;NOAA PSL (ejemplo)
31/3/2023;-34;-65;135.3;NOAA PSL (ejemplo)
30/4/2023;-34;-65;59.3;NOAA PSL (ejemplo)
31/5/2023;-34;-65;84.9;NOAA PSL (ejemplo)
30/6/2023;-34;-65;116;NOAA PSL (ejemplo)
31/7/2023;-34;-65;5.4;NOAA PSL (ejemplo)
31/8/2023;-34;-65;96;NOAA PSL (ejemplo)
30/9/2023;-34;-65;69;NOAA PSL (ejemplo)
31/10/2023;-34;-65;101.6;NOAA PSL (ejemplo)
30/11/2023;-34;-65;96.2;NOAA PSL (ejemplo)
31/12/2023;-34;-65;168.2;NOAA PSL (ejemplo)
31/1/2020;-34;-64;121.3;NOAA PSL (ejemplo)
29/2/2020;-34;-64;104.5;NOAA PSL (ejemplo)
31/3/2020;-34;-64;136.1;NOAA PSL (ejemplo)
30/4/2020;-34;-64;153.1;NOAA PSL (ejemplo)
31/5/2020;-34;-64;117.4;NOAA PSL (ejemplo)
30/6/2020;-34;-64;102;NOAA PSL (ejemplo)
31/7/2020;-34;-64;49.9;NOAA PSL (ejemplo)
31/8/2020;-34;-64;40.9;NOAA PSL (ejemplo)
30/9/2020;-34;-64;0;NOAA PSL (ejemplo)
31/10/2020;-34;-64;161.5;NOAA PSL (ejemplo)
30/11/2020;-34;-64;22.8;NOAA PSL (ejemplo)
31/12/2020;-34;-64;65.4;NOAA PSL (ejemplo)
31/1/2021;-34;-64;79.1;NOAA PSL (ejemplo)
28/2/2021;-34;-64;170.7;NOAA PSL (ejemplo)
31/3/2021;-34;-64;115.3;NOAA PSL (ejemplo)
30/4/2021;-34;-64;188.4;NOAA PSL (ejemplo)
31/5/2021;-34;-64;81.3;NOAA PSL (ejemplo)
30/6/2021;-34;-64;113.9;NOAA PSL (ejemplo)
31/7/2021;-34;-64;43.2;NOAA PSL (ejemplo)
31/8/2021;-34;-64;181.3;NOAA PSL (ejemplo)
30/9/2021;-34;-64;10.6;NOAA PSL (ejemplo)
31/10/2021;-34;-64;89.5;NOAA PSL (ejemplo)
30/11/2021;-34;-64;116.7;NOAA PSL (ejemplo)
31/12/2021;-34;-64;120.7;NOAA PSL (ejemplo)
31/1/2022;-34;-64;105.7;NOAA PSL (ejemplo)
28/2/2022;-34;-64;119.5;NOAA PSL (ejemplo)
31/3/2022;-34;-64;132.2;NOAA PSL (ejemplo)
30/4/2022;-34;-64;118.6;NOAA PSL (ejemplo)
31/5/2022;-34;-64;163.2;NOAA PSL (ejemplo)
30/6/2022;-34;-64;210.5;NOAA PSL (ejemplo)
31/7/2022;-34;-64;57.1;NOAA PSL (ejemplo)
31/8/2022;-34;-64;5.5;NOAA PSL (ejemplo)
30/9/2022;-34;-64;65.6;NOAA PSL (ejemplo)
31/10/2022;-34;-64;203;NOAA PSL (ejemplo)
30/11/2022;-34;-64;44.8;NOAA PSL (ejemplo)
31/12/2022;-34;-64;182;NOAA PSL (ejemplo)
31/1/2023;-34;-64;198.9;NOAA PSL (ejemplo)
28/2/2023;-34;-64;98.3;NOAA PSL (ejemplo)
31/3/2023;-34;-64;158.4;NOAA PSL (ejemplo)
30/4/2023;-34;-64;207.4;NOAA PSL (ejemplo)
31/5/2023;-34;-64;96;NOAA PSL (ejemplo)
30/6/2023;-34;-64;89.8;NOAA PSL (ejemplo)
31/7/2023;-34;-64;55.9;NOAA PSL (ejemplo)
31/8/2023;-34;-64;23.3;NOAA PSL (ejemplo)
30/9/2023;-34;-64;37.5;NOAA PSL (ejemplo)
31/10/2023;-34;-64;12.8;NOAA PSL (ejemplo)
30/11/2023;-34;-64;86.7;NOAA PSL (ejemplo)
31/12/2023;-34;-64;61.5;NOAA PSL (ejemplo)
31/1/2020;-34;-63;126.7;NOAA PSL (ejemplo)
29/2/2020;-34;-63;48.2;NOAA PSL (ejemplo)
31/3/2020;-34;-63;146.5;NOAA PSL (ejemplo)
30/4/2020;-34;-63;167.7;NOAA PSL (ejemplo)
31/5/2020;-34;-63;15.3;NOAA PSL (ejemplo)
30/6/2020;-34;-63;118.7;NOAA PSL (ejemplo)
31/7/2020;-34;-63;146.4;NOAA PSL (ejemplo)
31/8/2020;-34;-63;13.5;NOAA PSL (ejemplo)
30/9/2020;-34;-63;153.6;NOAA PSL (ejemplo)
31/10/2020;-34;-63;95;NOAA PSL (ejemplo)
30/11/2020;-34;-63;49.7;NOAA PSL (ejemplo)
31/12/2020;-34;-63;97.2;NOAA PSL (ejemplo)
31/1/2021;-34;-63;142.9;NOAA PSL (ejemplo)
28/2/2021;-34;-63;129.8;NOAA PSL (ejemplo)
31/3/2021;-34;-63;156.9;NOAA PSL (ejemplo)
30/4/2021;-34;-63;79.9;NOAA PSL (ejemplo)
31/5/2021;-34;-63;123.5;NOAA PSL (ejemplo)
30/6/2021;-34;-63;29.3;NOAA PSL (ejemplo)
31/7/2021;-34;-63;79.4;NOAA PSL (ejemplo)
31/8/2021;-34;-63;28.8;NOAA PSL (ejemplo)
30/9/2021;-34;-63;33.2;NOAA PSL (ejemplo)
31/10/2021;-34;-63;135.8;NOAA PSL (ejemplo)
30/11/2021;-34;-63;139.6;NOAA PSL (ejemplo)
31/12/2021;-34;-63;130.5;NOAA PSL (ejemplo)
31/1/2022;-34;-63;60.4;NOAA PSL (ejemplo)
28/2/2022;-34;-63;110.2;NOAA PSL (ejemplo)
31/3/2022;-34;-63;190.7;NOAA PSL (ejemplo)
30/4/2022;-34;-63;133.1;NOAA PSL (ejemplo)
31/5/2022;-34;-63;231;NOAA PSL (ejemplo)
30/6/2022;-34;-63;119.7;NOAA PSL (ejemplo)
31/7/2022;-34;-63;94.6;NOAA PSL (ejemplo)
31/8/2022;-34;-63;58.6;NOAA PSL (ejemplo)
30/9/2022;-34;-63;76.7;NOAA PSL (ejemplo)
31/10/2022;-34;-63;66.4;NOAA PSL (ejemplo)
30/11/2022;-34;-63;120.4;NOAA PSL (ejemplo)
31/12/2022;-34;-63;147.8;NOAA PSL (ejemplo)
31/1/2023;-34;-63;75.7;NOAA PSL (ejemplo)
28/2/2023;-34;-63;59.4;NOAA PSL (ejemplo)
31/3/2023;-34;-63;38.2;NOAA PSL (ejemplo)
30/4/2023;-34;-63;151.4;NOAA PSL (ejemplo)
31/5/2023;-34;-63;59.8;NOAA PSL (ejemplo)
30/6/2023;-34;-63;0;NOAA PSL (ejemplo)
31/7/2023;-34;-63;104.4;NOAA PSL (ejemplo)
31/8/2023;-34;-63;198.7;NOAA PSL (ejemplo)
30/9/2023;-34;-63;69.7;NOAA PSL (ejemplo)
31/10/2023;-34;-63;115.9;NOAA PSL (ejemplo)
30/11/2023;-34;-63;89.1;NOAA PSL (ejemplo)
31/12/2023;-34;-63;95.1;NOAA PSL (ejemplo)
31/1/2020;-34;-62;161;NOAA PSL (ejemplo)
29/2/2020;-34;-62;111.5;NOAA PSL (ejemplo)
31/3/2020;-34;-62;143.4;NOAA PSL (ejemplo)
30/4/2020;-34;-62;142.1;NOAA PSL (ejemplo)
31/5/2020;-34;-62;81.6;NOAA PSL (ejemplo)
30/6/2020;-34;-62;149.6;NOAA PSL (ejemplo)
31/7/2020;-34;-62;76.3;NOAA PSL (ejemplo)
31/8/2020;-34;-62;36.2;NOAA PSL (ejemplo)
30/9/2020;-34;-62;96.8;NOAA PSL (ejemplo)
31/10/2020;-34;-62;29.1;NOAA PSL (ejemplo)
30/11/2020;-34;-62;86.4;NOAA PSL (ejemplo)
31/12/2020;-34;-62;99.5;NOAA PSL (ejemplo)
31/1/2021;-34;-62;169.3;NOAA PSL (ejemplo)
28/2/2021;-34;-62;149.7;NOAA PSL (ejemplo)
31/3/2021;-34;-62;128.7;NOAA PSL (ejemplo)
30/4/2021;-34;-62;166.9;NOAA PSL (ejemplo)
31/5/2021;-34;-62;184.5;NOAA PSL (ejemplo)
30/6/2021;-34;-62;127.9;NOAA PSL (ejemplo)
31/7/2021;-34;-62;85.5;NOAA PSL (ejemplo)
31/8/2021;-34;-62;8.4;NOAA PSL (ejemplo)
30/9/2021;-34;-62;16.7;NOAA PSL (ejemplo)
31/10/2021;-34;-62;58.8;NOAA PSL (ejemplo)
